title,artist,mappers,difficulties_amount,version
Re:End of a Dream,uma vs. Morimori Atsushi,DyamoDash,1,1
Give life to Extratone,uma,DyamoDash,1,1
Keep it up,uma,ZitroNitro,1,1
Vampin Magic,uma,GDWither,1,1
Bison Charge,Umeboshi Chazuke,GDWither,1,1
Panic! Pop'n! Picnic! (2019 REMASTER),Umeboshi Chazuke,Noobisnotbad1,1,1
Sayonara Cosmonaut,Umeboshi Chazuke,reallyawesomestuff,1,1
humanly,umu.,BasedSammy,1,1
And Say Good Bye...,UNDEAD CORPORATION,nextro420,1,1
Embraced By The Flame,Undead Corporation,andrew2005689,1,1
Everything Will Freeze,UNDEAD CORPORATION,WaterBottle317,1,1
Flowering Night Fever,UNDEAD CORPORATION,Plxsma_RBLX,1,1
Flowering Night Fever (Full),UNDEAD CORPORATION,MustFollowYou,1,1
Magus Night Fever,UNDEAD CORPORATION,nextro420,1,1
Necro,UNDEAD CORPORATION,nextro420,1,1
Setsugetsu Ouka no Kuni,UNDEAD CORPORATION,DyamoDash,1,1
Slash Your Mind,UNDEAD CORPORATION,nextro420,1,1
The Empress (scream off ver.),UNDEAD CORPORATION,WaterBottle317,1,1
Under The Scarlet Sky Pt. 3,UNDEAD CORPORATION,nextro420,1,1
Akai Haato's Secret Room,,M4eu,1,1
Banjo-Kazooie N64 Theme,,Meteor_Melee,1,1
Bork Till You're Dead,,Neko_Mao,1,1
Nokia Arabic Ringtone (Remix),,DyamoDash,1,1
NOS Studio Sport Intro,,TotoPowah,1,1
Putin Summons Comrade Elmo,,BatBrice,1,1
Seirei Tsukai no Blade Dance,,mm1678YT,1,1
This Will Be The Day (James Landino Remix),,skippingbee,1,1
Total Drama Island Theme Song,,Meteor_Melee,1,1
UKF Dubstep Tutorial Presented by Dubba Johnny,,DyamoDash,1,1
Unox Theme,,TotoPowah,1,1
Wilhemus van Nassouwe,,TotoPowah,1,1
Superhero,Unknown Brain,Iamuss76,1,1
Omega Rhythm,UPLIFT SPICE,andrew2005689,1,1
Avenger,USAO,OKMasterz,1,1
Big Daddy,USAO,WaterBottle317,1,1
BroGamer,USAO,GDWither,1,1
Chariot,USAO,ZitroNitro,1,1
Cyaegha,USAO,Azurlexx,1,1
Dynamite Camellias Matcho TNT Remix,USAO,skippingbee & ob1cb,1,1
FREEDOM,USAO,GDWither,1,1
Miracle 5ympho X,USAO,Plxsma_RBLX,1,1
MIracle 5ympho X Kobaryo FTN Remix,USAO,EA_Crazed,1,1
Miracle 5ympho X (Extended Mix),USAO,EA_Crazed,1,1
Night Sky,USAO,GDWither,1,1
Showdown,USAO,skippingbee,1,1
USAO ULTIMATE HYPER MEGA MIX,USAO,DyamoDash,1,1
XTREME,USAO,ZitroNitro,1,1
MiKUSABBATH,utsuP,aaddggjjll1234,1,1
Future style,U's,Username_NotRequired,1,1
Korekara No Someday,U's,M4eu,1,1
SUNNY DAY SONG,U's,M4eu,1,1
Katharsis,u-z ft. CHERICa,nextro420,1,1
End Of Your Existence,Vaenus,ZitroNitro,1,1
Lazorbeamz,Vaenus,BlueyGD,1,1
Buff Jesus,Vargskelethor,DyamoDash,1,1
Jinjin's ET Mania Mix,Various Artists,gold_wolf,1,1
Learning The Alphabet With Songs,Various Artists,WaterBottle317,1,1
Learning The Alphabet With Songs 2,Various Artists,Noobisnotbad1,1,1
PEPPY FIX TAIKO STAR RATING PLEASE for a happier,Various Artists,ShadowPro520,1,1
Mario Beatbox Solo,Verbalase,Username_NotRequired,1,1
Hitoribocchi no Maou,Verdammt,DyamoDash,1,1
In Style,veriya i streko,skippingbee,1,1
Astronomia (Camellia Remix),Vicetone & Tony Igy,OKMasterz,1,1
Wii Sports (Remix),Video Game Remixes,AshFromKaaba,1,1
Another Halcyon,VILA & xi,Azurlexx,1,1
Villain Virus (feat. Camellia),Kobaryo,EA_Crazed,1,1
Fast Fight,Ville Nousiainen,iMasterzzRBLX & GDWither,1,1
Applause,VINXIS,HaxagonYT,1,1
Sidetracked Day,VINXIS,ob1cb,1,1
Violentiam,DjGitsu,"Wasteful, Zitro, Bartek",3,1
PN-35A (Virtual Riot Remix),Virtual Riot,skippingbee,1,1
FLARE (sped up),Void_Chords ft. LIO,nextro420,1,1
World Vanquisher,void(MournFinale),superluigizero,1,1
Black Lotus,wa.,andrew2005689,1,1
Tengaku,Wagakki Band,BasedSammy,1,1
Reanimate,Warak,doofyplayer,1,1
Happy Happy Friends,Wataten 5,AddictedToping,1,1
Blast Processing,Waterflame,Username_NotRequired,1,1
Clownparty,Waterflame,Username_NotRequired,1,1
Electroman Adventures (GD Cut),Waterflame,Meteor_Melee,1,1
Final Battle,Waterflame,ZitroNitro,1,1
Geometrical Dominator,Waterflame,Azurlexx,1,1
Glorious Morning,Waterflame,UsernameNotRequired,1,1
Grind District,Waterflame,Username_NotRequired,1,1
Jumper,Waterflame,mm1678YT,1,1
Pain Engine,Waterflame,Crucru03,1,1
Striker,Waterflame,Username_NotRequired,1,1
The race around the world,Waterflame,Username_NotRequired,1,1
The Show,Waterflame,UsernameNotRequired,1,1
Wingless,Waterflame,GDWither,1,1
Erectin' a River,wazgul,DyamoDash,1,1
Blue-White Crazybits,WC-Washlet,gold_wolf,1,1
Loop de Loop,Ween,Username_NotRequired,1,1
I'm your daddy,weyheyhey !!,GDWither,1,1
Dead To Me (ft. Lox Chatterbox),Whales & Fraxo,HaxagonYT,1,1
When I use it,Buster Nalmi,tbcgazar,1,1
Unknown Creature,WhiscasKaat,Azurlexx,1,1
Black Rover,Will Stetson,M4eu,1,1
Harumachi Clover,Will Stetson,Plxsma_RBLX & HaxagonYT,1,1
Hime Hime (Swing Arrangement),Will Stetson,Meteor_Melee,1,1
No title (Swing Arrangement),Will Stetson,Username_NotRequired,1,1
Snow Halation (Cover),Will Stetson,Username_NotRequired,1,1
Wonder Parade 1.1x,Umeboshi Chazuke,minty,1,1
Pistol & Cutlass,Wontolla,AzureWolfie,1,1
Get Crazy,Wubbaduck,BatBrice,1,1
DADADADA Of The Bumblebee (J.E.B VIP Edit),WUKI,ZitroNitro,1,1
DADADADA (VIP Edit),Wuki,ob1cb & Nextro420,1,1
LVL UP,XaeboR,Username_NotRequired,1,1
Smokebreak,XAVLEGBMAOFFFASSSSITIMIWOAMNDUTROABCWAPWAEIIPPOHFFFX,DyamoDash,1,1
akaaha,xi,dont know dont care,1,1
Tiferet,xi ft. sta,reallyawesomestuff,1,1
FREEDOM DiVE[METAL†DIMENSIONS]',xi remixed by cosMo@BousouP,Azurlexx,1,1
Storia,xi vs Sakuzyo,reallyawesomestuff,1,1
Akasha,xi,WaterBottle317,1,1
Ascension to Heaven,xi,Azurlexx,1,1
Blue Zenith,xi,mm1678YT,1,1
FREEDOM DiVE↓,xi,EA_Crazed,1,1
FREEDOM DiVE↓ (tpz Overcute Remix),xi,GDWither,1,1
Glorious Crown,xi,EA_Crazed,1,1
Glorious Crown (tpz over Over OVERCUTE Remix),xi,WaterBottle317,1,1
Happy End of the World,xi,eipcness99,1,1
Last Resort,xi,mm1678YT,1,1
over the top,xi,WaterBottle317,1,1
Pandemonium,XI,Crucru03,1,1
Shanghai Steel~Metallic Tea,xi,EA_Crazed,1,1
Singularity,xi,reallyawesomestuff,1,1
Solar Storm,xi,gold_wolf,1,1
Thanatos,xi,OKPalco,1,1
Vanitas,xi,reallyawesomestuff,1,1
Wish Upon Twin Stars,xi,Azurlexx,1,1
Corrosive,Xtrullor,Robineesti11,1,1
Cry,Xtrullor,OKZitro,1,1
Conflict Memory,Xystran,Crucru03,1,1
Depressed Mind,Xystran,OKPalco,1,1
Farewell,Xystran,Cruwev,1,1
"No Fear, No Despair, With All My Hearts",Xystran,DyamoDash,1,1
Vernunft,Xystran,Crucru03,1,1
Daisuke,Y & Co.,gold_wolf,1,1
flameflower,Yanhua,nextro420,1,1
Lo-Fi-M,yaseta,AzureWolfie,1,1
Heads Will Roll (JVH-C Remix),Yeah Yeah Yeahs,Meteor_Melee,1,1
Curry da yo!,YMCK,gold_wolf,1,1
Ghostbusters Theme Song (Remix),Yoav Landau,M4eu,1,1
DimmaDubstep,YogurtWithSprinkles,Username_NotRequired,1,1
YELLOW,Yoh Kamiyama,Naoriwa,1,1
Never Let Up,Yoko Shimomura,Crucru03,1,1
The Final Antasma Battle,Yoko Shimomura,Crucru03,1,1
The Grand Finale,Yoko Shimomura,Username_NotRequired,1,1
Destroy -agitato-,Yooh,OKZitro,1,1
Electronic Sound Lab,Yooh,GDWither,1,1
Heracles,Yooh,ZitroNitro,1,1
Ice Angel,Yooh,Plxsma_RBLX,1,1
MariannE (Dutch Psy mix),Yooh,gold_wolf,1,1
Phoebus,Yooh,Iamuss76,1,1
Tribal Trial,Yooh,GDWither,1,1
Do Not Forget the Tears that Day (Xystran Remix),You,KindClutch & Ea_Crazed,1,1
Hold Angel,you,WaterBottle317,1,1
Love light,you,EA_Crazed,1,1
Melancholia,You,WaterBottle317,1,1
Secrect You,You,KindClutch,1,1
Shiawase Transmission,You,KindClutch,1,1
Trance of Scar,You,KindClutch,1,1
Los Los Los,Youjo Senki,mm1678YT,1,1
antilife,YST,GDWither,1,1
Future Candy,YUC'e,OKM4eu,1,1
macaron moon,YUC'e,HaxagonYT,1,1
Sunset Tea Cup,YUC'e,M4eu,1,1
EGOISM 440,Yuichi Asami,Crucru03,1,1
Super Nuko World,Yuikonnu & Ayaponzu,Plxsma_RBLX,1,1
Ghost Rule,Yuikonnu,mm1678YT,1,1
Houkago Stride,yuikonnu,EA_Crazed,1,1
My Red H3ad Girl,Yuiphex,KindClutch,1,1
FREEF4LL,YUKIYANAGI,EA_Crazed,1,1
Lyrith -Meikyuu Lyrith-,yumemidoll,DyamoDash,1,1
Captain with a Dream lol,yung walnut,Crucru03,1,1
flower,yung walnut,Crucru03,1,1
tips,yung walnut,Crucru03,1,1
when the pizza rolls are done,yung walnut,Crucru03,1,1
Kokoro Float,Yunomi ft. nimoq,AddictedToping,1,1
Indoor Kei Nara Trackmaker,Yunomi & nicamoq,AddictedToping,1,1
The Xmas Lovely Day Remix,Yunomi,senpai12,1,1
Tokyo Snorkel ft. nicamoq,Yunomi,superluigizero,1,1
Wakusei Rabbit,Yunomi,TotoPowah & BasedNA,1,1
ジェリーフィッシュ,Yunomi,Neko_Mao,1,1
Kyoumen no Nami,YURiKA,Crucru03,1,1
Fanboy and Chum Chum but its Megalovania,Yuuto Ichika,Username_NotRequired,1,1
YUKINOFUNK,Yvklnx Mlyvzvwv,Azurlexx,1,1
MAXX UNLIMITED,Z,Crucru03,1,1
Braver,ZAQ,UsernameNotRequired,1,1
Serendipity,ZAQ,UsernameNotRequired,1,1
His world,Zebrahead,diamondKing6432,1,1
Fallen,Zekk,BasedSammy,1,1
Monstrous Turtles!,"zircon, Koji K.",Username_NotRequired,1,1
Resurrected,Zomboy,BasedSammy & ob1cb,1,1
drag me with you,zooloo75,Crucru03,1,1
AEOnian,ZYZYX,username21username21,1,1
EXILE,-45,gold_wolf,1,1
G e n g a o z o (INNOCENT NOIZE's -Noice of Nocent- remix),-45,ZitroNitro,1,1
CHAOS,Æsir,eipcness99,1,1
CHAOS (Corrupted Remix),Æsir,eipcness99,1,1
V.,Æsir,eipcness99,1,1
V. (Corrupted Mix),Æsir,eipcness99 & reallyawesomestuff,1,1
Achiga,睡眠,Iamuss76,1,1
Prologue Starting From Here,ああああ,Naoriwa,1,1
ΣgØ,かぼちゃ,Azurlexx,1,1
ΣmbryØ,かぼちゃ,DyamoDash,1,1
A↑ba↓ba→ba→ba↓ba↑ba↓ba↓ba↑ba→ba→,限界千秋楽,DyamoDash,1,1
SAILOR OF EXTRATONE-ちゆり、14400BPMに突入す,さきむらりゅう VS Аутумн леавес,DyamoDash,1,1
